# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/ma/nwis/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2014-08-01 16:49:06 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01104455 STONY BROOK, UNNAMED TRIBUTARY 1, NEAR WALTHAM, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01104455
#    DD parameter   Description
#    02   00060     Discharge, cubic feet per second
#    03   00010     Temperature, water, degrees Celsius
#    04   00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius
#    15   63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU)
#    23   99404     Chloride, water, filtered, estimated by regression equation, milligrams per liter
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	tz_cd	02_00060	02_00060_cd	03_00010	03_00010_cd	04_00095	04_00095_cd	15_63680	15_63680_cd	23_99404	23_99404_cd
USGS	01104455	2014-07-26 19:45	EDT	0.21	P	22.7	P	1260	P	0.4	P	340	P
USGS	01104455	2014-07-26 20:00	EDT	0.21	P	22.7	P	1260	P	0.8	P	340	P
USGS	01104455	2014-07-26 20:15	EDT	0.21	P	22.7	P	1260	P	0.3	P	340	P
USGS	01104455	2014-07-26 20:30	EDT	0.21	P	22.7	P	1260	P	0.3	P	340	P
USGS	01104455	2014-07-26 20:45	EDT	0.21	P	22.7	P	1250	P	0.8	P	340	P
USGS	01104455	2014-07-26 21:00	EDT	0.21	P	22.7	P	1260	P	2.3	P	340	P
USGS	01104455	2014-07-26 21:15	EDT	0.22	P	22.6	P	1260	P	2.3	P	340	P
USGS	01104455	2014-07-26 21:30	EDT	0.21	P	22.6	P	1260	P	1.9	P	340	P
USGS	01104455	2014-07-26 21:45	EDT	0.22	P	22.6	P	1270	P	1.9	P	340	P
USGS	01104455	2014-07-26 22:00	EDT	0.21	P	22.6	P	1270	P	1.9	P	340	P
USGS	01104455	2014-07-26 22:15	EDT	0.22	P	22.6	P	1270	P	0.3	P	340	P
USGS	01104455	2014-07-26 22:30	EDT	0.21	P	22.6	P	1270	P	0.6	P	340	P
USGS	01104455	2014-07-26 22:45	EDT	0.22	P	22.5	P	1270	P	0.3	P	340	P
USGS	01104455	2014-07-26 23:00	EDT	0.22	P	22.5	P	1270	P	0.3	P	340	P
USGS	01104455	2014-07-26 23:15	EDT	0.22	P	22.5	P	1270	P	1.0	P	340	P
USGS	01104455	2014-07-26 23:30	EDT	0.22	P	22.5	P	1270	P	0.3	P	340	P
USGS	01104455	2014-07-26 23:45	EDT	0.22	P	22.5	P	1270	P	0.3	P	340	P
USGS	01104455	2014-07-26 23:48	EDT	0.22	P	22.5	P			0.3	P		
USGS	01104455	2014-07-26 23:50	EDT	0.22	P	22.5	P	1270	P	0.3	P	340	P
USGS	01104455	2014-07-26 23:54	EDT	0.22	P	22.4	P			0.8	P		
USGS	01104455	2014-07-26 23:55	EDT	0.22	P	22.4	P			0.8	P		
USGS	01104455	2014-07-26 23:56	EDT	0.22	P	22.4	P	1270	P	0.8	P	340	P
USGS	01104455	2014-07-27 00:00	EDT	0.21	P	22.4	P	1270	P	61	P	340	P
USGS	01104455	2014-07-27 00:15	EDT	0.22	P	22.4	P	1270	P	300	P	340	P
USGS	01104455	2014-07-27 00:30	EDT	0.22	P	22.4	P	1270	P	0.5	P	340	P
USGS	01104455	2014-07-27 00:45	EDT	0.22	P	22.4	P	1270	P	0.5	P	340	P
USGS	01104455	2014-07-27 01:00	EDT	0.22	P	22.3	P	1270	P	0.5	P	340	P
USGS	01104455	2014-07-27 01:15	EDT	0.22	P	22.3	P	1270	P	0.5	P	340	P
USGS	01104455	2014-07-27 01:17	EDT	0.22	P	22.3	P			0.5	P		
USGS	01104455	2014-07-27 01:19	EDT	0.22	P	22.3	P			0.5	P		
USGS	01104455	2014-07-27 01:30	EDT	0.22	P	22.3	P	1270	P	3.9	P	340	P
USGS	01104455	2014-07-27 01:45	EDT	0.22	P	22.2	P	1270	P	0.3	P	340	P
USGS	01104455	2014-07-27 02:00	EDT	0.22	P	22.2	P	1270	P	0.3	P	340	P
USGS	01104455	2014-07-27 02:02	EDT	0.22	P	22.2	P			0.3	P		
USGS	01104455	2014-07-27 02:03	EDT	0.22	P	22.2	P	1270	P	0.3	P	340	P
USGS	01104455	2014-07-27 02:15	EDT	0.22	P	22.2	P	1270	P	0.3	P	340	P
USGS	01104455	2014-07-27 02:30	EDT	0.22	P	22.2	P	1260	P	0.3	P	340	P
USGS	01104455	2014-07-27 02:45	EDT	0.22	P	22.1	P	1270	P	0.3	P	340	P
USGS	01104455	2014-07-27 03:00	EDT	0.22	P	22.1	P	1270	P	0.3	P	340	P
USGS	01104455	2014-07-27 03:15	EDT	0.22	P	22.1	P	1270	P	0.3	P	340	P
USGS	01104455	2014-07-27 03:30	EDT	0.22	P	22.1	P	1270	P	0.3	P	340	P
USGS	01104455	2014-07-27 03:45	EDT	0.22	P	22.0	P	1270	P	1.3	P	340	P
USGS	01104455	2014-07-27 04:00	EDT	0.22	P	22.0	P	1270	P	1.3	P	340	P
USGS	01104455	2014-07-27 04:15	EDT	0.22	P	22.0	P	1270	P	0.5	P	340	P
USGS	01104455	2014-07-27 04:30	EDT	0.22	P	21.9	P	1270	P	0.4	P	340	P
USGS	01104455	2014-07-27 04:45	EDT	0.22	P	21.9	P	1270	P	1.3	P	340	P
USGS	01104455	2014-07-27 05:00	EDT	0.22	P	21.9	P	1270	P	1.3	P	340	P
USGS	01104455	2014-07-27 05:15	EDT	0.22	P	21.9	P	1270	P	0.4	P	340	P
USGS	01104455	2014-07-27 05:30	EDT	0.22	P	21.9	P	1270	P	1.0	P	340	P
USGS	01104455	2014-07-27 05:45	EDT	0.22	P	21.8	P	1270	P	0.4	P	340	P
USGS	01104455	2014-07-27 06:00	EDT	0.22	P	21.8	P	1270	P	0.3	P	340	P
USGS	01104455	2014-07-27 06:15	EDT	0.22	P	21.8	P	1270	P	1.0	P	340	P
USGS	01104455	2014-07-27 06:30	EDT	0.22	P	21.8	P	1270	P	0.7	P	340	P
USGS	01104455	2014-07-27 06:45	EDT	0.22	P	21.8	P	1270	P	0.5	P	340	P
USGS	01104455	2014-07-27 07:00	EDT	0.21	P	21.8	P	1270	P	0.6	P	340	P
USGS	01104455	2014-07-27 07:15	EDT	0.21	P	21.8	P	1270	P	0.3	P	340	P
USGS	01104455	2014-07-27 07:30	EDT	0.21	P	21.8	P	1270	P	1.0	P	340	P
USGS	01104455	2014-07-27 07:45	EDT	0.22	P	21.7	P	1270	P	1.2	P	340	P
USGS	01104455	2014-07-27 08:00	EDT	0.22	P	21.7	P	1270	P	0.7	P	340	P
USGS	01104455	2014-07-27 08:15	EDT	0.22	P	21.7	P	1270	P	0.3	P	340	P
USGS	01104455	2014-07-27 08:30	EDT	0.22	P	21.6	P	1270	P	1.2	P	340	P
USGS	01104455	2014-07-27 08:45	EDT	0.22	P	21.6	P	1270	P	0.6	P	340	P
USGS	01104455	2014-07-27 09:00	EDT	0.22	P	21.5	P	1270	P	0.7	P	340	P
USGS	01104455	2014-07-27 09:15	EDT	0.22	P	21.5	P	1270	P	0.3	P	340	P
USGS	01104455	2014-07-27 09:30	EDT	0.22	P	21.5	P	1270	P	0.6	P	340	P
USGS	01104455	2014-07-27 09:45	EDT	0.22	P	21.5	P	1270	P	0.9	P	340	P
USGS	01104455	2014-07-27 10:00	EDT	0.22	P	21.5	P	1270	P	0.4	P	340	P
USGS	01104455	2014-07-27 10:15	EDT	0.22	P	21.5	P	1270	P	0.4	P	340	P
USGS	01104455	2014-07-27 10:30	EDT	0.22	P	21.5	P	1270	P	1.4	P	340	P
USGS	01104455	2014-07-27 10:45	EDT	0.22	P	21.6	P	1270	P	0.3	P	340	P
USGS	01104455	2014-07-27 11:00	EDT	0.22	P	21.6	P	1270	P	0.5	P	340	P
USGS	01104455	2014-07-27 11:15	EDT	0.22	P	21.6	P	1270	P	0.6	P	340	P
USGS	01104455	2014-07-27 11:30	EDT	0.22	P	21.7	P	1270	P	41	P	340	P
USGS	01104455	2014-07-27 11:45	EDT	0.22	P	21.7	P	1230	P	1.0	P	330	P
USGS	01104455	2014-07-27 11:46	EDT	0.22	P	21.7	P	1270	P	1.0	P	340	P
USGS	01104455	2014-07-27 11:55	EDT	0.27	P	21.6	P	1280	P	2.3	P	350	P
USGS	01104455	2014-07-27 11:59	EDT	0.34	P	21.3	P	1280	P	1.9	P	350	P
USGS	01104455	2014-07-27 12:00	EDT	0.34	P	21.3	P	1280	P	1.4	P	350	P
USGS	01104455	2014-07-27 12:04	EDT	0.38	P	20.5	P	1290	P	4.2	P	350	P
USGS	01104455	2014-07-27 12:07	EDT	0.46	P	20.1	P	1270	P	8.7	P	340	P
USGS	01104455	2014-07-27 12:09	EDT	0.51	P	19.6	P	1250	P	12	P	340	P
USGS	01104455	2014-07-27 12:11	EDT	0.61	P	18.6	P	991	P	12	P	260	P
USGS	01104455	2014-07-27 12:12	EDT	0.63	P	18.1	P	1200	P	13	P	320	P
USGS	01104455	2014-07-27 12:13	EDT	0.66	P	17.6	P	1120	P	12	P	300	P
USGS	01104455	2014-07-27 12:14	EDT	0.66	P	17.2	P	1280	P	12	P	350	P
USGS	01104455	2014-07-27 12:15	EDT	0.69	P	16.7	P	1290	P	14	P	350	P
USGS	01104455	2014-07-27 12:19	EDT	0.78	P	16.2	P	1200	P	200	P	320	P
USGS	01104455	2014-07-27 12:20	EDT	0.81	P	16.6	P	1090	P	210	P	290	P
USGS	01104455	2014-07-27 12:21	EDT	0.81	P	17.0	P	1040	P			270	P
USGS	01104455	2014-07-27 12:24	EDT	0.91	P	17.4	P	1010	P	81	P	270	P
USGS	01104455	2014-07-27 12:26	EDT	1.0	P	17.3	P	977	P	110	P	260	P
USGS	01104455	2014-07-27 12:28	EDT	1.2	P	17.7	P	910	P	130	P	240	P
USGS	01104455	2014-07-27 12:29	EDT	1.2	P	18.0	P	867	P	140	P	220	P
USGS	01104455	2014-07-27 12:30	EDT	1.3	P	18.3	P	818	P	160	P	210	P
USGS	01104455	2014-07-27 12:31	EDT	1.4	P	18.7	P	767	P	140	P	200	P
USGS	01104455	2014-07-27 12:32	EDT	1.5	P	19.1	P	737	P	150	P	190	P
USGS	01104455	2014-07-27 12:33	EDT	1.6	P	19.3	P	713	P	170	P	180	P
USGS	01104455	2014-07-27 12:34	EDT	1.7	P	19.6	P	708	P	170	P	180	P
USGS	01104455	2014-07-27 12:35	EDT	2.0	P	19.7	P	706	P	180	P	180	P
USGS	01104455	2014-07-27 12:36	EDT	2.2	P	19.8	P	716	P	160	P	180	P
USGS	01104455	2014-07-27 12:37	EDT	2.4	P	19.8	P	736	P	150	P	190	P
USGS	01104455	2014-07-27 12:38	EDT	2.6	P	19.8	P	746	P	140	P	190	P
USGS	01104455	2014-07-27 12:39	EDT	2.9	P	19.8	P	739	P			190	P
USGS	01104455	2014-07-27 12:40	EDT	3.1	P	19.9	P	719	P	120	P	180	P
USGS	01104455	2014-07-27 12:41	EDT	3.3	P	20.1	P	688	P	110	P	170	P
USGS	01104455	2014-07-27 12:42	EDT	3.6	P	20.3	P	648	P	97	P	160	P
USGS	01104455	2014-07-27 12:43	EDT	3.7	P	20.6	P	587	P	96	P	150	P
USGS	01104455	2014-07-27 12:44	EDT	3.8	P	20.8	P	536	P	100	P	130	P
USGS	01104455	2014-07-27 12:45	EDT	4.1	P	21.1	P	496	P	96	P	120	P
USGS	01104455	2014-07-27 12:46	EDT	4.1	P	21.2	P	456	P	110	P	110	P
USGS	01104455	2014-07-27 12:47	EDT	4.2	P	21.3	P	434	P	110	P	100	P
USGS	01104455	2014-07-27 12:48	EDT	4.2	P	21.4	P	415	P	110	P	99	P
USGS	01104455	2014-07-27 12:49	EDT	4.1	P	21.6	P	400	P	110	P	95	P
USGS	01104455	2014-07-27 12:50	EDT	3.9	P	21.7	P	383	P	110	P	90	P
USGS	01104455	2014-07-27 12:52	EDT	3.7	P	21.9	P	363	P	120	P	85	P
USGS	01104455	2014-07-27 12:54	EDT	3.6	P	22.1	P	346	P	130	P	81	P
USGS	01104455	2014-07-27 12:56	EDT	3.4	P	22.2	P	331	P	140	P	77	P
USGS	01104455	2014-07-27 12:58	EDT	3.4	P	22.2	P	315	P	170	P	73	P
USGS	01104455	2014-07-27 13:00	EDT	3.2	P	22.3	P	301	P	120	P	69	P
USGS	01104455	2014-07-27 13:03	EDT	2.9	P	22.3	P	293	P	110	P	67	P
USGS	01104455	2014-07-27 13:06	EDT	2.8	P	22.3	P	292	P	97	P	67	P
USGS	01104455	2014-07-27 13:09	EDT	2.5	P	22.2	P	303	P	88	P	70	P
USGS	01104455	2014-07-27 13:11	EDT	2.5	P	22.1	P	315	P	73	P	73	P
USGS	01104455	2014-07-27 13:12	EDT	2.4	P	22.0	P	327	P	72	P	76	P
USGS	01104455	2014-07-27 13:14	EDT	2.2	P	21.9	P	340	P	74	P	79	P
USGS	01104455	2014-07-27 13:15	EDT	2.2	P	21.9	P	341	P	76	P	79	P
USGS	01104455	2014-07-27 13:17	EDT	2.0	P	21.8	P	354	P	68	P	83	P
USGS	01104455	2014-07-27 13:20	EDT	1.9	P	21.7	P	364	P	72	P	85	P
USGS	01104455	2014-07-27 13:23	EDT	1.7	P	21.6	P	376	P	58	P	89	P
USGS	01104455	2014-07-27 13:27	EDT	1.6	P	21.5	P	390	P	54	P	92	P
USGS	01104455	2014-07-27 13:30	EDT	1.6	P	21.4	P	400	P	62	P	95	P
USGS	01104455	2014-07-27 13:33	EDT	1.5	P	21.3	P	415	P	56	P	99	P
USGS	01104455	2014-07-27 13:35	EDT	1.5	P	21.3	P	430	P	57	P	100	P
USGS	01104455	2014-07-27 13:39	EDT	1.4	P	21.2	P	446	P	59	P	110	P
USGS	01104455	2014-07-27 13:42	EDT	1.4	P	21.1	P	462	P	52	P	110	P
USGS	01104455	2014-07-27 13:45	EDT	1.3	P	21.0	P	484	P	48	P	120	P
USGS	01104455	2014-07-27 13:47	EDT	1.3	P	21.0	P	512	P	50	P	120	P
USGS	01104455	2014-07-27 13:48	EDT	1.4	P	21.0	P	532	P	49	P	130	P
USGS	01104455	2014-07-27 13:50	EDT	1.5	P	21.0	P	551	P	39	P	140	P
USGS	01104455	2014-07-27 13:53	EDT	1.6	P	21.0	P	528	P	51	P	130	P
USGS	01104455	2014-07-27 13:54	EDT	1.7	P	21.2	P	472	P	53	P	110	P
USGS	01104455	2014-07-27 13:55	EDT	1.7	P	21.4	P	432	P	51	P	100	P
USGS	01104455	2014-07-27 13:56	EDT	1.7	P	21.5	P	412	P	67	P	98	P
USGS	01104455	2014-07-27 13:57	EDT	1.7	P	21.7	P	384	P	67	P	91	P
USGS	01104455	2014-07-27 13:59	EDT	2.1	P	21.7	P	388	P	63	P	92	P
USGS	01104455	2014-07-27 14:00	EDT	2.2	P	21.5	P	403	P	55	P	96	P
USGS	01104455	2014-07-27 14:01	EDT	2.4	P	21.2	P	411	P	50	P	98	P
USGS	01104455	2014-07-27 14:03	EDT	2.6	P	20.8	P	437	P	40	P	100	P
USGS	01104455	2014-07-27 14:04	EDT	2.7	P	20.6	P	462	P	42	P	110	P
USGS	01104455	2014-07-27 14:06	EDT	2.9	P	20.6	P	456	P	56	P	110	P
USGS	01104455	2014-07-27 14:07	EDT	3.2	P	20.8	P	406	P	66	P	97	P
USGS	01104455	2014-07-27 14:08	EDT	3.4	P	21.4	P	332	P	76	P	77	P
USGS	01104455	2014-07-27 14:09	EDT	3.4	P	21.8	P	287	P	90	P	66	P
USGS	01104455	2014-07-27 14:10	EDT	3.4	P	21.8	P	300	P	86	P	69	P
USGS	01104455	2014-07-27 14:11	EDT	3.4	P	21.4	P	339	P	87	P	79	P
USGS	01104455	2014-07-27 14:12	EDT	3.4	P	21.2	P	364	P	63	P	85	P
USGS	01104455	2014-07-27 14:15	EDT	3.3	P	21.2	P	340	P	95	P	79	P
USGS	01104455	2014-07-27 14:16	EDT	3.3	P	21.4	P	323	P	96	P	75	P
USGS	01104455	2014-07-27 14:17	EDT	3.2	P	21.4	P	311	P	88	P	72	P
USGS	01104455	2014-07-27 14:19	EDT	3.1	P	21.6	P	299	P	92	P	69	P
USGS	01104455	2014-07-27 14:23	EDT	2.9	P	21.6	P	287	P	110	P	66	P
USGS	01104455	2014-07-27 14:26	EDT	2.7	P	21.6	P	280	P	110	P	64	P
USGS	01104455	2014-07-27 14:29	EDT	2.5	P	21.6	P	280	P	94	P	64	P
USGS	01104455	2014-07-27 14:30	EDT	2.5	P	21.5	P	287	P	94	P	66	P
USGS	01104455	2014-07-27 14:32	EDT	2.5	P	21.4	P	302	P	97	P	69	P
USGS	01104455	2014-07-27 14:33	EDT	2.5	P	21.4	P	313	P	97	P	72	P
USGS	01104455	2014-07-27 14:34	EDT	2.4	P	21.4	P	325	P	98	P	75	P
USGS	01104455	2014-07-27 14:35	EDT	2.4	P	21.3	P	335	P	79	P	78	P
USGS	01104455	2014-07-27 14:37	EDT	2.4	P	21.2	P	357	P	84	P	84	P
USGS	01104455	2014-07-27 14:39	EDT	2.3	P	21.2	P	370	P	77	P	87	P
USGS	01104455	2014-07-27 14:40	EDT	2.3	P	21.1	P	382	P	91	P	90	P
USGS	01104455	2014-07-27 14:42	EDT	2.2	P	21.1	P	393	P	81	P	93	P
USGS	01104455	2014-07-27 14:44	EDT	2.2	P	21.0	P	408	P	62	P	97	P
USGS	01104455	2014-07-27 14:45	EDT	2.2	P	21.0	P	418	P	64	P	100	P
USGS	01104455	2014-07-27 14:46	EDT	2.2	P	21.0	P	433	P	58	P	100	P
USGS	01104455	2014-07-27 14:47	EDT	2.1	P	21.0	P	450	P	56	P	110	P
USGS	01104455	2014-07-27 14:48	EDT	2.1	P	21.0	P	472	P	54	P	110	P
USGS	01104455	2014-07-27 14:50	EDT	2.0	P	21.0	P	503	P	53	P	120	P
USGS	01104455	2014-07-27 14:51	EDT	2.0	P	21.0	P	519	P	48	P	130	P
USGS	01104455	2014-07-27 14:53	EDT	2.0	P	21.0	P	547	P	46	P	130	P
USGS	01104455	2014-07-27 14:55	EDT	1.9	P	21.0	P	564	P	42	P	140	P
USGS	01104455	2014-07-27 14:57	EDT	1.9	P	21.0	P	585	P	41	P	140	P
USGS	01104455	2014-07-27 15:00	EDT	1.7	P	21.0	P	607	P	40	P	150	P
USGS	01104455	2014-07-27 15:05	EDT	1.7	P	21.1	P	619	P	37	P	150	P
USGS	01104455	2014-07-27 15:08	EDT	1.6	P	21.1	P	640	P	33	P	160	P
USGS	01104455	2014-07-27 15:11	EDT	1.5	P	21.1	P	663	P	39	P	170	P
USGS	01104455	2014-07-27 15:15	EDT	1.5	P	21.1	P	679	P	33	P	170	P
USGS	01104455	2014-07-27 15:21	EDT	1.4	P	21.3	P	700	P	32	P	180	P
USGS	01104455	2014-07-27 15:24	EDT	1.3	P	21.4	P	721	P	25	P	180	P
USGS	01104455	2014-07-27 15:28	EDT	1.2	P	21.4	P	756	P	24	P	190	P
USGS	01104455	2014-07-27 15:30	EDT	1.2	P	21.5	P	768	P	28	P	200	P
USGS	01104455	2014-07-27 15:34	EDT	1.2	P	21.6	P	793	P	24	P	200	P
USGS	01104455	2014-07-27 15:39	EDT	1.2	P	21.7	P	817	P	20	P	210	P
USGS	01104455	2014-07-27 15:45	EDT	1.1	P	21.8	P	841	P	23	P	220	P
USGS	01104455	2014-07-27 15:51	EDT	1.1	P	21.8	P	867	P	17	P	220	P
USGS	01104455	2014-07-27 15:58	EDT	0.98	P	21.8	P	895	P	16	P	230	P
USGS	01104455	2014-07-27 16:00	EDT	0.98	P	21.8	P	902	P	20	P	230	P
USGS	01104455	2014-07-27 16:07	EDT	0.94	P	21.9	P	933	P	12	P	240	P
USGS	01104455	2014-07-27 16:15	EDT	0.91	P	21.9	P	963	P	13	P	250	P
USGS	01104455	2014-07-27 16:24	EDT	0.84	P	21.9	P	993	P	13	P	260	P
USGS	01104455	2014-07-27 16:30	EDT	0.84	P	21.9	P	1010	P	9.5	P	270	P
USGS	01104455	2014-07-27 16:40	EDT	0.81	P	21.9	P	1040	P	54	P	270	P
USGS	01104455	2014-07-27 16:45	EDT	0.78	P	22.0	P	1050	P	7.1	P	280	P
USGS	01104455	2014-07-27 17:00	EDT	0.75	P	22.0	P	1080	P	6.4	P	290	P
USGS	01104455	2014-07-27 17:14	EDT	0.69	P	22.0	P	1110	P	6.6	P	300	P
USGS	01104455	2014-07-27 17:15	EDT	0.69	P	22.0	P	1110	P	6.4	P	300	P
USGS	01104455	2014-07-27 17:30	EDT	0.66	P	22.0	P	1130	P	5.7	P	300	P
USGS	01104455	2014-07-27 17:45	EDT	0.63	P	22.1	P	1140	P	3.9	P	300	P
USGS	01104455	2014-07-27 18:00	EDT	0.61	P	22.0	P	1160	P	3.9	P	310	P
USGS	01104455	2014-07-27 18:15	EDT	0.58	P	22.0	P	1170	P	6.4	P	310	P
USGS	01104455	2014-07-27 18:30	EDT	0.53	P	22.0	P	1190	P	3.2	P	320	P
USGS	01104455	2014-07-27 18:45	EDT	0.51	P	22.0	P	1190	P	2.5	P	320	P
USGS	01104455	2014-07-27 19:00	EDT	0.48	P	21.9	P	1200	P	2.4	P	320	P
USGS	01104455	2014-07-27 19:15	EDT	0.48	P	21.9	P	1210	P	2.6	P	320	P
USGS	01104455	2014-07-27 19:30	EDT	0.46	P	21.9	P	1220	P	1.7	P	330	P
USGS	01104455	2014-07-27 19:45	EDT	0.42	P	21.8	P	1230	P	1.7	P	330	P
USGS	01104455	2014-07-27 20:00	EDT	0.42	P	21.8	P	1230	P	5.1	P	330	P
USGS	01104455	2014-07-27 20:15	EDT	0.40	P	21.8	P	1240	P	3.7	P	330	P
USGS	01104455	2014-07-27 20:30	EDT	0.40	P	21.7	P	1240	P	9.1	P	330	P
USGS	01104455	2014-07-27 20:45	EDT	0.38	P	21.6	P	1240	P	10	P	330	P
USGS	01104455	2014-07-27 21:00	EDT	0.38	P	21.6	P	1250	P	2.1	P	340	P
USGS	01104455	2014-07-27 21:15	EDT	0.36	P	21.6	P	1250	P	1.5	P	340	P
USGS	01104455	2014-07-27 21:30	EDT	0.36	P	21.5	P	1260	P	1.9	P	340	P
USGS	01104455	2014-07-27 21:45	EDT	0.34	P	21.5	P	1260	P	1.6	P	340	P
USGS	01104455	2014-07-27 22:00	EDT	0.34	P	21.4	P	1260	P	0.3	P	340	P
USGS	01104455	2014-07-27 22:15	EDT	0.34	P	21.4	P	1260	P	0.5	P	340	P
USGS	01104455	2014-07-27 22:30	EDT	0.30	P	21.4	P	1260	P	1.0	P	340	P
USGS	01104455	2014-07-27 22:45	EDT	0.30	P	21.3	P	1260	P	0.3	P	340	P
USGS	01104455	2014-07-27 22:53	EDT	0.30	P	21.3	P	1200	P	0.7	P	320	P
USGS	01104455	2014-07-27 22:54	EDT	0.30	P	21.3	P	935	P	1.0	P	240	P
USGS	01104455	2014-07-27 22:55	EDT	0.30	P	21.3	P	1150	P	1.0	P	310	P
USGS	01104455	2014-07-27 22:56	EDT	0.30	P	21.3	P	1250	P	1.8	P	340	P
USGS	01104455	2014-07-27 23:00	EDT	0.30	P	21.2	P	1270	P	2.1	P	340	P
USGS	01104455	2014-07-27 23:07	EDT	0.28	P	21.2	P	1190	P	0.6	P	320	P
USGS	01104455	2014-07-27 23:09	EDT	0.28	P	21.2	P	1230	P	0.5	P	330	P
USGS	01104455	2014-07-27 23:11	EDT	0.28	P	21.2	P	1270	P	0.8	P	340	P
USGS	01104455	2014-07-27 23:15	EDT	0.28	P	21.2	P	1270	P	1.2	P	340	P
USGS	01104455	2014-07-27 23:30	EDT	0.28	P	21.2	P	1270	P	0.5	P	340	P
USGS	01104455	2014-07-27 23:45	EDT	0.28	P	21.1	P	1270	P	0.6	P	340	P
USGS	01104455	2014-07-28 00:00	EDT	0.28	P	21.1	P	1280	P	0.4	P	350	P
USGS	01104455	2014-07-28 00:15	EDT	0.28	P	21.1	P	1270	P	0.9	P	340	P
USGS	01104455	2014-07-28 00:30	EDT	0.27	P	21.1	P	1280	P	0.6	P	350	P
USGS	01104455	2014-07-28 00:45	EDT	0.27	P	21.1	P	1270	P	0.8	P	340	P
USGS	01104455	2014-07-28 01:00	EDT	0.27	P	21.0	P	1280	P	0.5	P	350	P
USGS	01104455	2014-07-28 01:15	EDT	0.27	P	21.0	P	1280	P	0.6	P	350	P
USGS	01104455	2014-07-28 01:30	EDT	0.27	P	21.0	P	1280	P	0.8	P	350	P
USGS	01104455	2014-07-28 01:45	EDT	0.25	P	20.9	P	1280	P	0.4	P	350	P
USGS	01104455	2014-07-28 02:00	EDT	0.25	P	20.9	P	1270	P	0.4	P	340	P
USGS	01104455	2014-07-28 02:15	EDT	0.25	P	20.9	P	1270	P	0.3	P	340	P
USGS	01104455	2014-07-28 02:30	EDT	0.25	P	20.9	P	1270	P	0.4	P	340	P
USGS	01104455	2014-07-28 02:45	EDT	0.25	P	20.9	P	1270	P	0.4	P	340	P
USGS	01104455	2014-07-28 03:00	EDT	0.25	P	20.8	P	1280	P	0.3	P	350	P
USGS	01104455	2014-07-28 03:15	EDT	0.25	P	20.8	P	1280	P	0.3	P	350	P
USGS	01104455	2014-07-28 03:30	EDT	0.25	P	20.8	P	1280	P	0.3	P	350	P
USGS	01104455	2014-07-28 03:45	EDT	0.25	P	20.8	P	1280	P	0.3	P	350	P
USGS	01104455	2014-07-28 04:00	EDT	0.25	P	20.8	P	1280	P	0.8	P	350	P
USGS	01104455	2014-07-28 04:15	EDT	0.25	P	20.7	P	1280	P	0.3	P	350	P
USGS	01104455	2014-07-28 04:30	EDT	0.25	P	20.7	P	1280	P	3.0	P	350	P
USGS	01104455	2014-07-28 04:45	EDT	0.25	P	20.7	P	1280	P	0.3	P	350	P
USGS	01104455	2014-07-28 05:00	EDT	0.25	P	20.7	P	1280	P	0.4	P	350	P
USGS	01104455	2014-07-28 05:15	EDT	0.22	P	20.7	P	1280	P	1.8	P	350	P
USGS	01104455	2014-07-28 05:30	EDT	0.22	P	20.7	P	1280	P	0.3	P	350	P
USGS	01104455	2014-07-28 05:45	EDT	0.22	P	20.7	P	1280	P	1.5	P	350	P
USGS	01104455	2014-07-28 06:00	EDT	0.22	P	20.7	P	1280	P	0.3	P	350	P
USGS	01104455	2014-07-28 06:15	EDT	0.22	P	20.7	P	1280	P	0.6	P	350	P
USGS	01104455	2014-07-28 06:30	EDT	0.22	P	20.7	P	1280	P	0.4	P	350	P
USGS	01104455	2014-07-28 06:45	EDT	0.22	P	20.6	P	1290	P	0.4	P	350	P
USGS	01104455	2014-07-28 06:55	EDT	0.22	P	20.6	P	1240	P	0.5	P	330	P
USGS	01104455	2014-07-28 06:57	EDT	0.22	P	20.6	P	1290	P	0.5	P	350	P
USGS	01104455	2014-07-28 07:00	EDT	0.22	P	20.6	P	1290	P	4.3	P	350	P
USGS	01104455	2014-07-28 07:15	EDT	0.22	P	20.6	P	1290	P	0.4	P	350	P
USGS	01104455	2014-07-28 07:18	EDT	0.22	P	20.6	P	1160	P	0.7	P	310	P
USGS	01104455	2014-07-28 07:20	EDT	0.22	P	20.6	P	1220	P	0.8	P	330	P
USGS	01104455	2014-07-28 07:22	EDT	0.22	P	20.6	P	1270	P	0.4	P	340	P
